,original_path,id,label,label_str,path
33,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-002/images1024x1024/45000/45840.png,45840,1,real,train/real/45840.jpg
34,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-002/images1024x1024/69000/69730.png,69730,1,real,train/real/69730.jpg
35,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/12000/12833.png,12833,1,real,train/real/12833.jpg
36,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-025/images1024x1024/59000/59273.png,59273,1,real,train/real/59273.jpg
37,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/26000/26837.png,26837,1,real,train/real/26837.jpg
38,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/65000/65909.png,65909,1,real,train/real/65909.jpg
39,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/28000/28838.png,28838,1,real,train/real/28838.jpg
40,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-020/images1024x1024/44000/44588.png,44588,1,real,train/real/44588.jpg
41,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-023/images1024x1024/49000/49208.png,49208,1,real,train/real/49208.jpg
42,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-040/images1024x1024/20000/20079.png,20079,1,real,train/real/20079.jpg
43,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/45000/45543.png,45543,1,real,train/real/45543.jpg
44,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-033/images1024x1024/01000/01925.png,01925,1,real,train/real/01925.jpg
45,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-010/images1024x1024/57000/57658.png,57658,1,real,train/real/57658.jpg
46,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-011/images1024x1024/58000/58765.png,58765,1,real,train/real/58765.jpg
47,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-041/images1024x1024/23000/23192.png,23192,1,real,train/real/23192.jpg
48,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-027/images1024x1024/55000/55191.png,55191,1,real,train/real/55191.jpg
49,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/69000/69629.png,69629,1,real,train/real/69629.jpg
50,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-029/images1024x1024/40000/40466.png,40466,1,real,train/real/40466.jpg
51,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/22000/22888.png,22888,1,real,train/real/22888.jpg
52,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-016/images1024x1024/28000/28703.png,28703,1,real,train/real/28703.jpg
53,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-040/images1024x1024/64000/64513.png,64513,1,real,train/real/64513.jpg
54,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-009/images1024x1024/03000/03811.png,03811,1,real,train/real/03811.jpg
55,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-013/images1024x1024/54000/54338.png,54338,1,real,train/real/54338.jpg
56,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-039/images1024x1024/64000/64427.png,64427,1,real,train/real/64427.jpg
57,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-040/images1024x1024/30000/30414.png,30414,1,real,train/real/30414.jpg
58,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-038/images1024x1024/48000/48585.png,48585,1,real,train/real/48585.jpg
59,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/41000/41852.png,41852,1,real,train/real/41852.jpg
60,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-012/images1024x1024/19000/19949.png,19949,1,real,train/real/19949.jpg
61,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-040/images1024x1024/20000/20571.png,20571,1,real,train/real/20571.jpg
62,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-032/images1024x1024/31000/31799.png,31799,1,real,train/real/31799.jpg
63,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/61000/61208.png,61208,1,real,train/real/61208.jpg
64,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/27000/27037.png,27037,1,real,train/real/27037.jpg
65,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-014/images1024x1024/19000/19759.png,19759,1,real,train/real/19759.jpg
66,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-026/images1024x1024/53000/53355.png,53355,1,real,train/real/53355.jpg
67,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-002/images1024x1024/60000/60931.png,60931,1,real,train/real/60931.jpg
68,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-021/images1024x1024/43000/43321.png,43321,1,real,train/real/43321.jpg
69,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/37000/37908.png,37908,1,real,train/real/37908.jpg
70,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/59000/59818.png,59818,1,real,train/real/59818.jpg
71,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-043/images1024x1024/21000/21526.png,21526,1,real,train/real/21526.jpg
72,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/36000/36813.png,36813,1,real,train/real/36813.jpg
73,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/39000/39117.png,39117,1,real,train/real/39117.jpg
74,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-011/images1024x1024/69000/69586.png,69586,1,real,train/real/69586.jpg
75,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/12000/12151.png,12151,1,real,train/real/12151.jpg
76,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/25000/25647.png,25647,1,real,train/real/25647.jpg
77,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/25000/25380.png,25380,1,real,train/real/25380.jpg
78,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-020/images1024x1024/16000/16766.png,16766,1,real,train/real/16766.jpg
79,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-033/images1024x1024/01000/01969.png,01969,1,real,train/real/01969.jpg
80,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/57000/57123.png,57123,1,real,train/real/57123.jpg
81,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-015/images1024x1024/41000/41277.png,41277,1,real,train/real/41277.jpg
82,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/43000/43721.png,43721,1,real,train/real/43721.jpg
83,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/67000/67933.png,67933,1,real,train/real/67933.jpg
84,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/00000/00131.png,00131,1,real,train/real/00131.jpg
85,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/25000/25007.png,25007,1,real,train/real/25007.jpg
86,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/69000/69195.png,69195,1,real,train/real/69195.jpg
87,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-041/images1024x1024/23000/23496.png,23496,1,real,train/real/23496.jpg
88,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-012/images1024x1024/69000/69299.png,69299,1,real,train/real/69299.jpg
89,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/39000/39337.png,39337,1,real,train/real/39337.jpg
90,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-040/images1024x1024/30000/30152.png,30152,1,real,train/real/30152.jpg
91,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-012/images1024x1024/54000/54177.png,54177,1,real,train/real/54177.jpg
92,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-014/images1024x1024/19000/19507.png,19507,1,real,train/real/19507.jpg
93,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-034/images1024x1024/01000/01338.png,01338,1,real,train/real/01338.jpg
94,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/36000/36930.png,36930,1,real,train/real/36930.jpg
95,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-038/images1024x1024/17000/17563.png,17563,1,real,train/real/17563.jpg
96,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/38000/38960.png,38960,1,real,train/real/38960.jpg
97,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-015/images1024x1024/24000/24724.png,24724,1,real,train/real/24724.jpg
98,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-018/images1024x1024/37000/37637.png,37637,1,real,train/real/37637.jpg
99,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-031/images1024x1024/29000/29979.png,29979,1,real,train/real/29979.jpg
100,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-015/images1024x1024/03000/03487.png,03487,1,real,train/real/03487.jpg
101,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-032/images1024x1024/00000/00644.png,00644,1,real,train/real/00644.jpg
102,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/07000/07021.png,07021,1,real,train/real/07021.jpg
103,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/52000/52396.png,52396,1,real,train/real/52396.jpg
104,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-021/images1024x1024/46000/46107.png,46107,1,real,train/real/46107.jpg
105,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/07000/07745.png,07745,1,real,train/real/07745.jpg
106,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-027/images1024x1024/55000/55271.png,55271,1,real,train/real/55271.jpg
107,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/13000/13815.png,13815,1,real,train/real/13815.jpg
108,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-024/images1024x1024/49000/49384.png,49384,1,real,train/real/49384.jpg
109,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-043/images1024x1024/05000/05855.png,05855,1,real,train/real/05855.jpg
110,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/68000/68520.png,68520,1,real,train/real/68520.jpg
111,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-020/images1024x1024/16000/16647.png,16647,1,real,train/real/16647.jpg
112,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/07000/07754.png,07754,1,real,train/real/07754.jpg
113,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/54000/54708.png,54708,1,real,train/real/54708.jpg
114,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/68000/68030.png,68030,1,real,train/real/68030.jpg
115,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-009/images1024x1024/57000/57715.png,57715,1,real,train/real/57715.jpg
116,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/10000/10073.png,10073,1,real,train/real/10073.jpg
117,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-043/images1024x1024/21000/21248.png,21248,1,real,train/real/21248.jpg
118,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-025/images1024x1024/22000/22275.png,22275,1,real,train/real/22275.jpg
119,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/44000/44996.png,44996,1,real,train/real/44996.jpg
120,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/68000/68247.png,68247,1,real,train/real/68247.jpg
121,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-024/images1024x1024/44000/44052.png,44052,1,real,train/real/44052.jpg
122,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/10000/10631.png,10631,1,real,train/real/10631.jpg
123,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-028/images1024x1024/24000/24307.png,24307,1,real,train/real/24307.jpg
124,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-045/images1024x1024/11000/11905.png,11905,1,real,train/real/11905.jpg
125,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/39000/39119.png,39119,1,real,train/real/39119.jpg
126,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/48000/48912.png,48912,1,real,train/real/48912.jpg
127,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-014/images1024x1024/63000/63691.png,63691,1,real,train/real/63691.jpg
128,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-013/images1024x1024/47000/47728.png,47728,1,real,train/real/47728.jpg
129,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-001/images1024x1024/46000/46901.png,46901,1,real,train/real/46901.jpg
130,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-045/images1024x1024/11000/11052.png,11052,1,real,train/real/11052.jpg
131,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/53000/53898.png,53898,1,real,train/real/53898.jpg
132,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/68000/68298.png,68298,1,real,train/real/68298.jpg
133,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-036/images1024x1024/13000/13154.png,13154,1,real,train/real/13154.jpg
134,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/44000/44642.png,44642,1,real,train/real/44642.jpg
135,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-013/images1024x1024/09000/09223.png,09223,1,real,train/real/09223.jpg
136,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-032/images1024x1024/29000/29614.png,29614,1,real,train/real/29614.jpg
137,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-037/images1024x1024/17000/17378.png,17378,1,real,train/real/17378.jpg
138,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-044/images1024x1024/42000/42726.png,42726,1,real,train/real/42726.jpg
139,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/66000/66870.png,66870,1,real,train/real/66870.jpg
140,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-015/images1024x1024/56000/56004.png,56004,1,real,train/real/56004.jpg
141,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-018/images1024x1024/57000/57191.png,57191,1,real,train/real/57191.jpg
142,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-008/images1024x1024/14000/14734.png,14734,1,real,train/real/14734.jpg
143,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/07000/07186.png,07186,1,real,train/real/07186.jpg
144,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/58000/58013.png,58013,1,real,train/real/58013.jpg
145,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-044/images1024x1024/05000/05257.png,05257,1,real,train/real/05257.jpg
146,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-014/images1024x1024/60000/60632.png,60632,1,real,train/real/60632.jpg
147,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-002/images1024x1024/65000/65972.png,65972,1,real,train/real/65972.jpg
148,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-013/images1024x1024/57000/57578.png,57578,1,real,train/real/57578.jpg
149,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/44000/44954.png,44954,1,real,train/real/44954.jpg
150,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-006/images1024x1024/43000/43697.png,43697,1,real,train/real/43697.jpg
151,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/48000/48747.png,48747,1,real,train/real/48747.jpg
152,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/53000/53057.png,53057,1,real,train/real/53057.jpg
153,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/61000/61417.png,61417,1,real,train/real/61417.jpg
154,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-010/images1024x1024/03000/03744.png,03744,1,real,train/real/03744.jpg
155,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-017/images1024x1024/35000/35840.png,35840,1,real,train/real/35840.jpg
156,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-039/images1024x1024/37000/37024.png,37024,1,real,train/real/37024.jpg
157,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-032/images1024x1024/10000/10228.png,10228,1,real,train/real/10228.jpg
158,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-032/images1024x1024/31000/31473.png,31473,1,real,train/real/31473.jpg
159,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-007/images1024x1024/03000/03965.png,03965,1,real,train/real/03965.jpg
160,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-023/images1024x1024/32000/32245.png,32245,1,real,train/real/32245.jpg
161,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-038/images1024x1024/15000/15643.png,15643,1,real,train/real/15643.jpg
162,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-014/images1024x1024/19000/19405.png,19405,1,real,train/real/19405.jpg
163,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-024/images1024x1024/44000/44077.png,44077,1,real,train/real/44077.jpg
164,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-016/images1024x1024/60000/60818.png,60818,1,real,train/real/60818.jpg
165,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/04000/04978.png,04978,1,real,train/real/04978.jpg
166,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-021/images1024x1024/35000/35306.png,35306,1,real,train/real/35306.jpg
167,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/10000/10587.png,10587,1,real,train/real/10587.jpg
